algorithm,generator,m,seed,0
Lookahead 5,Random Small Span Large,6,2,195104406.0
Lookahead 5,Random Small Span Large,6,3,195090535.0
Lookahead 5,Random Small Span Large,6,4,195094920.0
Lookahead 5,Random Small Span Large,6,5,195089888.0
Lookahead 5,Random Small Span Large,6,6,195100447.0
Lookahead 5,Random Small Span Large,6,7,195095621.0
Lookahead 5,Random Small Span Large,6,8,195095906.0
Lookahead 5,Random Small Span Large,6,9,195100045.0
Lookahead 5,Random Large Span Large,1,0,5422749464.0
Lookahead 5,Random Large Span Large,1,1,5572882584.0
Lookahead 5,Random Large Span Large,1,2,5743693475.0
Lookahead 5,Random Large Span Large,1,3,5387839640.0
Lookahead 5,Random Large Span Large,1,4,5492177016.0
Lookahead 5,Random Large Span Large,1,5,5660636743.0
Lookahead 5,Random Large Span Large,1,6,5294003111.0
Lookahead 5,Random Large Span Large,1,7,5809163255.0
Lookahead 5,Random Large Span Large,1,8,5737961450.0
Lookahead 5,Random Large Span Large,1,9,5973587559.0
Lookahead 5,Random Large Span Large,2,0,2675833381.0
Lookahead 5,Random Large Span Large,2,1,2753691689.0
Lookahead 5,Random Large Span Large,2,2,2843918038.0
Lookahead 5,Random Large Span Large,2,3,2649029912.0
Lookahead 5,Random Large Span Large,2,4,2717866850.0
Lookahead 5,Random Large Span Large,2,5,2799466593.0
Lookahead 5,Random Large Span Large,2,6,2614386629.0
Lookahead 5,Random Large Span Large,2,7,2880586561.0
Lookahead 5,Random Large Span Large,2,8,2834791278.0
Lookahead 5,Random Large Span Large,2,9,2953471711.0
Lookahead 5,Random Large Span Large,3,0,1792224071.0
Lookahead 5,Random Large Span Large,3,1,1844213588.0
Lookahead 5,Random Large Span Large,3,2,1898660147.0
Lookahead 5,Random Large Span Large,3,3,1775519578.0
Lookahead 5,Random Large Span Large,3,4,1816567258.0
Lookahead 5,Random Large Span Large,3,5,1874080330.0
Lookahead 5,Random Large Span Large,3,6,1749557828.0
Lookahead 5,Random Large Span Large,3,7,1921419957.0
Lookahead 5,Random Large Span Large,3,8,1898231353.0
Lookahead 5,Random Large Span Large,3,9,1980704983.0
Lookahead 5,Random Large Span Large,4,0,1355322855.0
Lookahead 5,Random Large Span Large,4,1,1389581168.0
Lookahead 5,Random Large Span Large,4,2,1430765315.0
Lookahead 5,Random Large Span Large,4,3,1339697402.0
Lookahead 5,Random Large Span Large,4,4,1369287651.0
Lookahead 5,Random Large Span Large,4,5,1414862459.0
Lookahead 5,Random Large Span Large,4,6,1319112006.0
Lookahead 5,Random Large Span Large,4,7,1448708984.0
Lookahead 5,Random Large Span Large,4,8,1430162890.0
Lookahead 5,Random Large Span Large,4,9,1491595135.0
Lookahead 5,Random Large Span Large,5,0,1090583139.0
Lookahead 5,Random Large Span Large,5,1,1114378070.0
Lookahead 5,Random Large Span Large,5,2,1155339892.0
Lookahead 5,Random Large Span Large,5,3,1079618064.0
Lookahead 5,Random Large Span Large,5,4,1102349553.0
Lookahead 5,Random Large Span Large,5,5,1137966940.0
Lookahead 5,Random Large Span Large,5,6,1061770506.0
Lookahead 5,Random Large Span Large,5,7,1164613866.0
Lookahead 5,Random Large Span Large,5,8,1151004922.0
Lookahead 5,Random Large Span Large,5,9,1201597659.0
Lookahead 5,Random Large Span Large,6,0,913781600.0
Lookahead 5,Random Large Span Large,6,1,936661293.0
Lookahead 5,Random Large Span Large,6,2,968191576.0
Lookahead 5,Random Large Span Large,6,3,901061351.0
Lookahead 5,Random Large Span Large,6,4,924408868.0
Lookahead 5,Random Large Span Large,6,5,955784121.0
Lookahead 5,Random Large Span Large,6,6,891482805.0
Lookahead 5,Random Large Span Large,6,7,977746134.0
Lookahead 5,Random Large Span Large,6,8,965766231.0
Lookahead 5,Random Large Span Large,6,9,1007707022.0
Lookahead 5,"Random Half Low, Half High",1,0,8157856.0
Lookahead 5,"Random Half Low, Half High",1,1,8197876.0
Lookahead 5,"Random Half Low, Half High",1,2,8245596.0
Lookahead 5,"Random Half Low, Half High",1,3,8166465.0
Lookahead 5,"Random Half Low, Half High",1,4,8188569.0
Lookahead 5,"Random Half Low, Half High",1,5,8162745.0
Lookahead 5,"Random Half Low, Half High",1,6,8221710.0
Lookahead 5,"Random Half Low, Half High",1,7,8194670.0
Lookahead 5,"Random Half Low, Half High",1,8,8196981.0
Lookahead 5,"Random Half Low, Half High",1,9,8220788.0
Lookahead 5,"Random Half Low, Half High",2,0,4076240.0
Lookahead 5,"Random Half Low, Half High",2,1,4101821.0
Lookahead 5,"Random Half Low, Half High",2,2,4127224.0
Lookahead 5,"Random Half Low, Half High",2,3,4091487.0
Lookahead 5,"Random Half Low, Half High",2,4,4104234.0
Lookahead 5,"Random Half Low, Half High",2,5,4084221.0
Lookahead 5,"Random Half Low, Half High",2,6,4115008.0
Lookahead 5,"Random Half Low, Half High",2,7,4100503.0
Lookahead 5,"Random Half Low, Half High",2,8,4094937.0
Lookahead 5,"Random Half Low, Half High",2,9,4114212.0
Lookahead 5,"Random Half Low, Half High",3,0,2734500.0
Lookahead 5,"Random Half Low, Half High",3,1,2745270.0
Lookahead 5,"Random Half Low, Half High",3,2,2763758.0
Lookahead 5,"Random Half Low, Half High",3,3,2739704.0
Lookahead 5,"Random Half Low, Half High",3,4,2745068.0
Lookahead 5,"Random Half Low, Half High",3,5,2731379.0
Lookahead 5,"Random Half Low, Half High",3,6,2755891.0
Lookahead 5,"Random Half Low, Half High",3,7,2746680.0
Lookahead 5,"Random Half Low, Half High",3,8,2747153.0
Lookahead 5,"Random Half Low, Half High",3,9,2755304.0
Lookahead 5,"Random Half Low, Half High",4,0,2059686.0
Lookahead 5,"Random Half Low, Half High",4,1,2069774.0
Lookahead 5,"Random Half Low, Half High",4,2,2078745.0
Lookahead 5,"Random Half Low, Half High",4,3,2063860.0
Lookahead 5,"Random Half Low, Half High",4,4,2070319.0
Lookahead 5,"Random Half Low, Half High",4,5,2060305.0
Lookahead 5,"Random Half Low, Half High",4,6,2076705.0
Lookahead 5,"Random Half Low, Half High",4,7,2071113.0
Lookahead 5,"Random Half Low, Half High",4,8,2069045.0
Lookahead 5,"Random Half Low, Half High",4,9,2076179.0
Lookahead 5,"Random Half Low, Half High",5,0,1655744.0
Lookahead 5,"Random Half Low, Half High",5,1,1662901.0
Lookahead 5,"Random Half Low, Half High",5,2,1671321.0
Lookahead 5,"Random Half Low, Half High",5,3,1656809.0
Lookahead 5,"Random Half Low, Half High",5,4,1661823.0
Lookahead 5,"Random Half Low, Half High",5,5,1656182.0
Lookahead 5,"Random Half Low, Half High",5,6,1668499.0
Lookahead 5,"Random Half Low, Half High",5,7,1662906.0
Lookahead 5,"Random Half Low, Half High",5,8,1660573.0
Lookahead 5,"Random Half Low, Half High",5,9,1665451.0
Lookahead 5,"Random Half Low, Half High",6,0,1385310.0
Lookahead 5,"Random Half Low, Half High",6,1,1390743.0
Lookahead 5,"Random Half Low, Half High",6,2,1399466.0
Lookahead 5,"Random Half Low, Half High",6,3,1386423.0
Lookahead 5,"Random Half Low, Half High",6,4,1391780.0
Lookahead 5,"Random Half Low, Half High",6,5,1385885.0
Lookahead 5,"Random Half Low, Half High",6,6,1395436.0
Lookahead 5,"Random Half Low, Half High",6,7,1390633.0
Lookahead 5,"Random Half Low, Half High",6,8,1391057.0
Lookahead 5,"Random Half Low, Half High",6,9,1396051.0
Lookahead 5,"Random Half High, Half Low",1,0,3122901.0
Lookahead 5,"Random Half High, Half Low",1,1,3083032.0
Lookahead 5,"Random Half High, Half Low",1,2,3173477.0
Lookahead 5,"Random Half High, Half Low",1,3,3094209.0
Lookahead 5,"Random Half High, Half Low",1,4,3147605.0
Lookahead 5,"Random Half High, Half Low",1,5,3089020.0
Lookahead 5,"Random Half High, Half Low",1,6,3138322.0
Lookahead 5,"Random Half High, Half Low",1,7,3130783.0
Lookahead 5,"Random Half High, Half Low",1,8,3157011.0
Lookahead 5,"Random Half High, Half Low",1,9,3141660.0
Lookahead 5,"Random Half High, Half Low",2,0,1576522.0
Lookahead 5,"Random Half High, Half Low",2,1,1555066.0
Lookahead 5,"Random Half High, Half Low",2,2,1602152.0
Lookahead 5,"Random Half High, Half Low",2,3,1561532.0
Lookahead 5,"Random Half High, Half Low",2,4,1589156.0
Lookahead 5,"Random Half High, Half Low",2,5,1557893.0
Lookahead 5,"Random Half High, Half Low",2,6,1583418.0
Lookahead 5,"Random Half High, Half Low",2,7,1580043.0
Lookahead 5,"Random Half High, Half Low",2,8,1593460.0
Lookahead 5,"Random Half High, Half Low",2,9,1585863.0
Lookahead 5,"Random Half High, Half Low",3,0,1062578.0
Lookahead 5,"Random Half High, Half Low",3,1,1048557.0
Lookahead 5,"Random Half High, Half Low",3,2,1080153.0
Lookahead 5,"Random Half High, Half Low",3,3,1052617.0
Lookahead 5,"Random Half High, Half Low",3,4,1071271.0
Lookahead 5,"Random Half High, Half Low",3,5,1050618.0
Lookahead 5,"Random Half High, Half Low",3,6,1068195.0
Lookahead 5,"Random Half High, Half Low",3,7,1065115.0
Lookahead 5,"Random Half High, Half Low",3,8,1073461.0
Lookahead 5,"Random Half High, Half Low",3,9,1068843.0
Lookahead 5,"Random Half High, Half Low",4,0,806270.0
Lookahead 5,"Random Half High, Half Low",4,1,796083.0
Lookahead 5,"Random Half High, Half Low",4,2,819624.0
Lookahead 5,"Random Half High, Half Low",4,3,798888.0
Lookahead 5,"Random Half High, Half Low",4,4,812723.0
Lookahead 5,"Random Half High, Half Low",4,5,797283.0
Lookahead 5,"Random Half High, Half Low",4,6,810642.0
Lookahead 5,"Random Half High, Half Low",4,7,808396.0
Lookahead 5,"Random Half High, Half Low",4,8,814742.0
Lookahead 5,"Random Half High, Half Low",4,9,811138.0
Lookahead 5,"Random Half High, Half Low",5,0,652295.0
Lookahead 5,"Random Half High, Half Low",5,1,643927.0
Lookahead 5,"Random Half High, Half Low",5,2,662870.0
Lookahead 5,"Random Half High, Half Low",5,3,646176.0
Lookahead 5,"Random Half High, Half Low",5,4,657188.0
Lookahead 5,"Random Half High, Half Low",5,5,645005.0
Lookahead 5,"Random Half High, Half Low",5,6,655777.0
Lookahead 5,"Random Half High, Half Low",5,7,653658.0
Lookahead 5,"Random Half High, Half Low",5,8,659226.0
Lookahead 5,"Random Half High, Half Low",5,9,656137.0
Lookahead 5,"Random Half High, Half Low",6,0,550197.0
Lookahead 5,"Random Half High, Half Low",6,1,543451.0
Lookahead 5,"Random Half High, Half Low",6,2,559295.0
Lookahead 5,"Random Half High, Half Low",6,3,545353.0
Lookahead 5,"Random Half High, Half Low",6,4,554699.0
Lookahead 5,"Random Half High, Half Low",6,5,544129.0
Lookahead 5,"Random Half High, Half Low",6,6,553181.0
Lookahead 5,"Random Half High, Half Low",6,7,551587.0
Lookahead 5,"Random Half High, Half Low",6,8,555959.0
Lookahead 5,"Random Half High, Half Low",6,9,553605.0
Lookahead 5,Random Non-Decreasing Large Span,1,0,805758919.0
Lookahead 5,Random Non-Decreasing Large Span,1,1,809684735.0
Lookahead 5,Random Non-Decreasing Large Span,1,2,728105381.0
Lookahead 5,Random Non-Decreasing Large Span,1,3,727099809.0
Lookahead 5,Random Non-Decreasing Large Span,1,4,795689114.0
Lookahead 5,Random Non-Decreasing Large Span,1,5,706622001.0
Lookahead 5,Random Non-Decreasing Large Span,1,6,685604486.0
Lookahead 5,Random Non-Decreasing Large Span,1,7,781170849.0
Lookahead 5,Random Non-Decreasing Large Span,1,8,721437184.0
Lookahead 5,Random Non-Decreasing Large Span,1,9,772104706.0
Lookahead 5,Random Non-Decreasing Large Span,2,0,404386047.0
Lookahead 5,Random Non-Decreasing Large Span,2,1,406338789.0
Lookahead 5,Random Non-Decreasing Large Span,2,2,365420303.0
Lookahead 5,Random Non-Decreasing Large Span,2,3,364865912.0
Lookahead 5,Random Non-Decreasing Large Span,2,4,399367463.0
Lookahead 5,Random Non-Decreasing Large Span,2,5,354555287.0
Lookahead 5,Random Non-Decreasing Large Span,2,6,343979060.0
Lookahead 5,Random Non-Decreasing Large Span,2,7,391982151.0
Lookahead 5,Random Non-Decreasing Large Span,2,8,361998220.0
Lookahead 5,Random Non-Decreasing Large Span,2,9,387491225.0
Lookahead 5,Random Non-Decreasing Large Span,3,0,270633572.0
Lookahead 5,Random Non-Decreasing Large Span,3,1,271927466.0
Lookahead 5,Random Non-Decreasing Large Span,3,2,244534333.0
Lookahead 5,Random Non-Decreasing Large Span,3,3,244130504.0
Lookahead 5,Random Non-Decreasing Large Span,3,4,267277442.0
Lookahead 5,Random Non-Decreasing Large Span,3,5,237218548.0
Lookahead 5,Random Non-Decreasing Large Span,3,6,230099788.0
Lookahead 5,Random Non-Decreasing Large Span,3,7,262292550.0
Lookahead 5,Random Non-Decreasing Large Span,3,8,242197178.0
Lookahead 5,Random Non-Decreasing Large Span,3,9,259289862.0
Lookahead 5,Random Non-Decreasing Large Span,4,0,203780858.0
Lookahead 5,Random Non-Decreasing Large Span,4,1,204774342.0
Lookahead 5,Random Non-Decreasing Large Span,4,2,184138128.0
Lookahead 5,Random Non-Decreasing Large Span,4,3,183802063.0
Lookahead 5,Random Non-Decreasing Large Span,4,4,201298213.0
Lookahead 5,Random Non-Decreasing Large Span,4,5,178597722.0
Lookahead 5,Random Non-Decreasing Large Span,4,6,173195349.0
Lookahead 5,Random Non-Decreasing Large Span,4,7,197546747.0
Lookahead 5,Random Non-Decreasing Large Span,4,8,182351391.0
Lookahead 5,Random Non-Decreasing Large Span,4,9,195247044.0
Lookahead 5,Random Non-Decreasing Large Span,5,0,163629982.0
Lookahead 5,Random Non-Decreasing Large Span,5,1,164403525.0
Lookahead 5,Random Non-Decreasing Large Span,5,2,147839589.0
Lookahead 5,Random Non-Decreasing Large Span,5,3,147541231.0
Lookahead 5,Random Non-Decreasing Large Span,5,4,161640996.0
Lookahead 5,Random Non-Decreasing Large Span,5,5,143373705.0
Lookahead 5,Random Non-Decreasing Large Span,5,6,138992703.0
Lookahead 5,Random Non-Decreasing Large Span,5,7,158592491.0
Lookahead 5,Random Non-Decreasing Large Span,5,8,146376339.0
Lookahead 5,Random Non-Decreasing Large Span,5,9,156757388.0
Lookahead 5,Random Non-Decreasing Large Span,6,0,136881046.0
Lookahead 5,Random Non-Decreasing Large Span,6,1,137520581.0
Lookahead 5,Random Non-Decreasing Large Span,6,2,123665788.0
Lookahead 5,Random Non-Decreasing Large Span,6,3,123400336.0
Lookahead 5,Random Non-Decreasing Large Span,6,4,135213687.0
Lookahead 5,Random Non-Decreasing Large Span,6,5,119934232.0
Lookahead 5,Random Non-Decreasing Large Span,6,6,116230135.0
Lookahead 5,Random Non-Decreasing Large Span,6,7,132673581.0
Lookahead 5,Random Non-Decreasing Large Span,6,8,122411269.0
Lookahead 5,Random Non-Decreasing Large Span,6,9,131100153.0
Lookahead 5,Random Non-Increasing Large Span,1,0,417491175.0
Lookahead 5,Random Non-Increasing Large Span,1,1,420582178.0
Lookahead 5,Random Non-Increasing Large Span,1,2,382838614.0
Lookahead 5,Random Non-Increasing Large Span,1,3,362304942.0
Lookahead 5,Random Non-Increasing Large Span,1,4,425667138.0
Lookahead 5,Random Non-Increasing Large Span,1,5,359362499.0
Lookahead 5,Random Non-Increasing Large Span,1,6,314552017.0
Lookahead 5,Random Non-Increasing Large Span,1,7,405709989.0
Lookahead 5,Random Non-Increasing Large Span,1,8,356966160.0
Lookahead 5,Random Non-Increasing Large Span,1,9,390146975.0
Lookahead 5,Random Non-Increasing Large Span,2,0,210783522.0
Lookahead 5,Random Non-Increasing Large Span,2,1,212341399.0
Lookahead 5,Random Non-Increasing Large Span,2,2,193270368.0
Lookahead 5,Random Non-Increasing Large Span,2,3,182968329.0
Lookahead 5,Random Non-Increasing Large Span,2,4,214867995.0
Lookahead 5,Random Non-Increasing Large Span,2,5,181458406.0
Lookahead 5,Random Non-Increasing Large Span,2,6,158943632.0
Lookahead 5,Random Non-Increasing Large Span,2,7,204831461.0
Lookahead 5,Random Non-Increasing Large Span,2,8,180281077.0
Lookahead 5,Random Non-Increasing Large Span,2,9,197009616.0
Lookahead 5,Random Non-Increasing Large Span,3,0,141886299.0
Lookahead 5,Random Non-Increasing Large Span,3,1,142931433.0
Lookahead 5,Random Non-Increasing Large Span,3,2,130087825.0
Lookahead 5,Random Non-Increasing Large Span,3,3,123194878.0
Lookahead 5,Random Non-Increasing Large Span,3,4,144608858.0
Lookahead 5,Random Non-Increasing Large Span,3,5,122163683.0
Lookahead 5,Random Non-Increasing Large Span,3,6,107079749.0
Lookahead 5,Random Non-Increasing Large Span,3,7,137878571.0
Lookahead 5,Random Non-Increasing Large Span,3,8,121389830.0
Lookahead 5,Random Non-Increasing Large Span,3,9,132637304.0
Lookahead 5,Random Non-Increasing Large Span,4,0,107442412.0
Lookahead 5,Random Non-Increasing Large Span,4,1,108234744.0
Lookahead 5,Random Non-Increasing Large Span,4,2,98498923.0
Lookahead 5,Random Non-Increasing Large Span,4,3,93313379.0
Lookahead 5,Random Non-Increasing Large Span,4,4,109481369.0
Lookahead 5,Random Non-Increasing Large Span,4,5,92515486.0
Lookahead 5,Random Non-Increasing Large Span,4,6,81150945.0
Lookahead 5,Random Non-Increasing Large Span,4,7,104406449.0
Lookahead 5,Random Non-Increasing Large Span,4,8,91951248.0
Lookahead 5,Random Non-Increasing Large Span,4,9,100455636.0
Lookahead 5,Random Non-Increasing Large Span,5,0,86779348.0
Lookahead 5,Random Non-Increasing Large Span,5,1,87413403.0
Lookahead 5,Random Non-Increasing Large Span,5,2,79552353.0
Lookahead 5,Random Non-Increasing Large Span,5,3,75386922.0
Lookahead 5,Random Non-Increasing Large Span,5,4,88408674.0
Lookahead 5,Random Non-Increasing Large Span,5,5,74734380.0
Lookahead 5,Random Non-Increasing Large Span,5,6,65602337.0
Lookahead 5,Random Non-Increasing Large Span,5,7,84324710.0
Lookahead 5,Random Non-Increasing Large Span,5,8,74292652.0
Lookahead 5,Random Non-Increasing Large Span,5,9,81147537.0
Lookahead 5,Random Non-Increasing Large Span,6,0,73007679.0
Lookahead 5,Random Non-Increasing Large Span,6,1,73539880.0
Lookahead 5,Random Non-Increasing Large Span,6,2,66920369.0
Lookahead 5,Random Non-Increasing Large Span,6,3,63438733.0
Lookahead 5,Random Non-Increasing Large Span,6,4,74361935.0
Lookahead 5,Random Non-Increasing Large Span,6,5,62885173.0
Lookahead 5,Random Non-Increasing Large Span,6,6,55234088.0
Lookahead 5,Random Non-Increasing Large Span,6,7,70943351.0
Lookahead 5,Random Non-Increasing Large Span,6,8,62517052.0
Lookahead 5,Random Non-Increasing Large Span,6,9,68277648.0
Simple Sort & Split,Constant,1,0,11325.0
Simple Sort & Split,Constant,1,1,11325.0
Simple Sort & Split,Constant,1,2,11325.0
Simple Sort & Split,Constant,1,3,11325.0
Simple Sort & Split,Constant,1,4,11325.0
Simple Sort & Split,Constant,1,5,11325.0
Simple Sort & Split,Constant,1,6,11325.0
Simple Sort & Split,Constant,1,7,11325.0
Simple Sort & Split,Constant,1,8,11325.0
Simple Sort & Split,Constant,1,9,11325.0
Simple Sort & Split,Constant,2,0,5700.0
Simple Sort & Split,Constant,2,1,5700.0
Simple Sort & Split,Constant,2,2,5700.0
Simple Sort & Split,Constant,2,3,5700.0
Simple Sort & Split,Constant,2,4,5700.0
Simple Sort & Split,Constant,2,5,5700.0
Simple Sort & Split,Constant,2,6,5700.0
Simple Sort & Split,Constant,2,7,5700.0
Simple Sort & Split,Constant,2,8,5700.0
Simple Sort & Split,Constant,2,9,5700.0
Simple Sort & Split,Constant,3,0,3825.0
Simple Sort & Split,Constant,3,1,3825.0
Simple Sort & Split,Constant,3,2,3825.0
Simple Sort & Split,Constant,3,3,3825.0
Simple Sort & Split,Constant,3,4,3825.0
Simple Sort & Split,Constant,3,5,3825.0
Simple Sort & Split,Constant,3,6,3825.0
Simple Sort & Split,Constant,3,7,3825.0
Simple Sort & Split,Constant,3,8,3825.0
Simple Sort & Split,Constant,3,9,3825.0
Simple Sort & Split,Constant,4,0,2888.0
Simple Sort & Split,Constant,4,1,2888.0
Simple Sort & Split,Constant,4,2,2888.0
Simple Sort & Split,Constant,4,3,2888.0
Simple Sort & Split,Constant,4,4,2888.0
Simple Sort & Split,Constant,4,5,2888.0
Simple Sort & Split,Constant,4,6,2888.0
Simple Sort & Split,Constant,4,7,2888.0
Simple Sort & Split,Constant,4,8,2888.0
Simple Sort & Split,Constant,4,9,2888.0
Simple Sort & Split,Constant,5,0,2325.0
Simple Sort & Split,Constant,5,1,2325.0
Simple Sort & Split,Constant,5,2,2325.0
Simple Sort & Split,Constant,5,3,2325.0
Simple Sort & Split,Constant,5,4,2325.0
Simple Sort & Split,Constant,5,5,2325.0
Simple Sort & Split,Constant,5,6,2325.0
Simple Sort & Split,Constant,5,7,2325.0
Simple Sort & Split,Constant,5,8,2325.0
Simple Sort & Split,Constant,5,9,2325.0
Simple Sort & Split,Constant,6,0,1950.0
Simple Sort & Split,Constant,6,1,1950.0
Simple Sort & Split,Constant,6,2,1950.0
Simple Sort & Split,Constant,6,3,1950.0
Simple Sort & Split,Constant,6,4,1950.0
Simple Sort & Split,Constant,6,5,1950.0
Simple Sort & Split,Constant,6,6,1950.0
Simple Sort & Split,Constant,6,7,1950.0
Simple Sort & Split,Constant,6,8,1950.0
Simple Sort & Split,Constant,6,9,1950.0
Simple Sort & Split,+1 Increasing,1,0,1136275.0
Simple Sort & Split,+1 Increasing,1,1,1136275.0
Simple Sort & Split,+1 Increasing,1,2,1136275.0
Simple Sort & Split,+1 Increasing,1,3,1136275.0
Simple Sort & Split,+1 Increasing,1,4,1136275.0
Simple Sort & Split,+1 Increasing,1,5,1136275.0
Simple Sort & Split,+1 Increasing,1,6,1136275.0
Simple Sort & Split,+1 Increasing,1,7,1136275.0
Simple Sort & Split,+1 Increasing,1,8,1136275.0
Simple Sort & Split,+1 Increasing,1,9,1136275.0
Simple Sort & Split,+1 Increasing,2,0,500650.0
Simple Sort & Split,+1 Increasing,2,1,500650.0
Simple Sort & Split,+1 Increasing,2,2,500650.0
Simple Sort & Split,+1 Increasing,2,3,500650.0
Simple Sort & Split,+1 Increasing,2,4,500650.0
Simple Sort & Split,+1 Increasing,2,5,500650.0
Simple Sort & Split,+1 Increasing,2,6,500650.0
Simple Sort & Split,+1 Increasing,2,7,500650.0
Simple Sort & Split,+1 Increasing,2,8,500650.0
Simple Sort & Split,+1 Increasing,2,9,500650.0
Simple Sort & Split,+1 Increasing,3,0,320025.0
Simple Sort & Split,+1 Increasing,3,1,320025.0
Simple Sort & Split,+1 Increasing,3,2,320025.0
Simple Sort & Split,+1 Increasing,3,3,320025.0
Simple Sort & Split,+1 Increasing,3,4,320025.0
Simple Sort & Split,+1 Increasing,3,5,320025.0
Simple Sort & Split,+1 Increasing,3,6,320025.0
Simple Sort & Split,+1 Increasing,3,7,320025.0
Simple Sort & Split,+1 Increasing,3,8,320025.0
Simple Sort & Split,+1 Increasing,3,9,320025.0
Simple Sort & Split,+1 Increasing,4,0,237025.0
Simple Sort & Split,+1 Increasing,4,1,237025.0
Simple Sort & Split,+1 Increasing,4,2,237025.0
Simple Sort & Split,+1 Increasing,4,3,237025.0
Simple Sort & Split,+1 Increasing,4,4,237025.0
Simple Sort & Split,+1 Increasing,4,5,237025.0
Simple Sort & Split,+1 Increasing,4,6,237025.0
Simple Sort & Split,+1 Increasing,4,7,237025.0
Simple Sort & Split,+1 Increasing,4,8,237025.0
Simple Sort & Split,+1 Increasing,4,9,237025.0
Simple Sort & Split,+1 Increasing,5,0,186775.0
Simple Sort & Split,+1 Increasing,5,1,186775.0
Simple Sort & Split,+1 Increasing,5,2,186775.0
Simple Sort & Split,+1 Increasing,5,3,186775.0
Simple Sort & Split,+1 Increasing,5,4,186775.0
Simple Sort & Split,+1 Increasing,5,5,186775.0
Simple Sort & Split,+1 Increasing,5,6,186775.0
Simple Sort & Split,+1 Increasing,5,7,186775.0
Simple Sort & Split,+1 Increasing,5,8,186775.0
Simple Sort & Split,+1 Increasing,5,9,186775.0
Simple Sort & Split,+1 Increasing,6,0,155025.0
Simple Sort & Split,+1 Increasing,6,1,155025.0
Simple Sort & Split,+1 Increasing,6,2,155025.0
Simple Sort & Split,+1 Increasing,6,3,155025.0
Simple Sort & Split,+1 Increasing,6,4,155025.0
Simple Sort & Split,+1 Increasing,6,5,155025.0
Simple Sort & Split,+1 Increasing,6,6,155025.0
Simple Sort & Split,+1 Increasing,6,7,155025.0
Simple Sort & Split,+1 Increasing,6,8,155025.0
Simple Sort & Split,+1 Increasing,6,9,155025.0
Simple Sort & Split,-1 Decreasing,1,0,573800.0
Simple Sort & Split,-1 Decreasing,1,1,573800.0
Simple Sort & Split,-1 Decreasing,1,2,573800.0
Simple Sort & Split,-1 Decreasing,1,3,573800.0
Simple Sort & Split,-1 Decreasing,1,4,573800.0
Simple Sort & Split,-1 Decreasing,1,5,573800.0
Simple Sort & Split,-1 Decreasing,1,6,573800.0
Simple Sort & Split,-1 Decreasing,1,7,573800.0
Simple Sort & Split,-1 Decreasing,1,8,573800.0
Simple Sort & Split,-1 Decreasing,1,9,573800.0
Simple Sort & Split,-1 Decreasing,2,0,360050.0
Simple Sort & Split,-1 Decreasing,2,1,360050.0
Simple Sort & Split,-1 Decreasing,2,2,360050.0
Simple Sort & Split,-1 Decreasing,2,3,360050.0
Simple Sort & Split,-1 Decreasing,2,4,360050.0
Simple Sort & Split,-1 Decreasing,2,5,360050.0
Simple Sort & Split,-1 Decreasing,2,6,360050.0
Simple Sort & Split,-1 Decreasing,2,7,360050.0
Simple Sort & Split,-1 Decreasing,2,8,360050.0
Simple Sort & Split,-1 Decreasing,2,9,360050.0
Simple Sort & Split,-1 Decreasing,3,0,257550.0
Simple Sort & Split,-1 Decreasing,3,1,257550.0
Simple Sort & Split,-1 Decreasing,3,2,257550.0
Simple Sort & Split,-1 Decreasing,3,3,257550.0
Simple Sort & Split,-1 Decreasing,3,4,257550.0
Simple Sort & Split,-1 Decreasing,3,5,257550.0
Simple Sort & Split,-1 Decreasing,3,6,257550.0
Simple Sort & Split,-1 Decreasing,3,7,257550.0
Simple Sort & Split,-1 Decreasing,3,8,257550.0
Simple Sort & Split,-1 Decreasing,3,9,257550.0
Simple Sort & Split,-1 Decreasing,4,0,201875.0
Simple Sort & Split,-1 Decreasing,4,1,201875.0
Simple Sort & Split,-1 Decreasing,4,2,201875.0
Simple Sort & Split,-1 Decreasing,4,3,201875.0
Simple Sort & Split,-1 Decreasing,4,4,201875.0
Simple Sort & Split,-1 Decreasing,4,5,201875.0
Simple Sort & Split,-1 Decreasing,4,6,201875.0
Simple Sort & Split,-1 Decreasing,4,7,201875.0
Simple Sort & Split,-1 Decreasing,4,8,201875.0
Simple Sort & Split,-1 Decreasing,4,9,201875.0
Simple Sort & Split,-1 Decreasing,5,0,164300.0
Simple Sort & Split,-1 Decreasing,5,1,164300.0
Simple Sort & Split,-1 Decreasing,5,2,164300.0
Simple Sort & Split,-1 Decreasing,5,3,164300.0
Simple Sort & Split,-1 Decreasing,5,4,164300.0
Simple Sort & Split,-1 Decreasing,5,5,164300.0
Simple Sort & Split,-1 Decreasing,5,6,164300.0
Simple Sort & Split,-1 Decreasing,5,7,164300.0
Simple Sort & Split,-1 Decreasing,5,8,164300.0
Simple Sort & Split,-1 Decreasing,5,9,164300.0
Simple Sort & Split,-1 Decreasing,6,0,139425.0
Simple Sort & Split,-1 Decreasing,6,1,139425.0
Simple Sort & Split,-1 Decreasing,6,2,139425.0
Simple Sort & Split,-1 Decreasing,6,3,139425.0
Simple Sort & Split,-1 Decreasing,6,4,139425.0
Simple Sort & Split,-1 Decreasing,6,5,139425.0
Simple Sort & Split,-1 Decreasing,6,6,139425.0
