algorithm,generator,m,seed,0
Balanced Sequential Insert,Constant,1,0,11325.0
Balanced Sequential Insert,Constant,1,1,11325.0
Balanced Sequential Insert,Constant,1,2,11325.0
Balanced Sequential Insert,Constant,1,3,11325.0
Balanced Sequential Insert,Constant,1,4,11325.0
Balanced Sequential Insert,Constant,1,5,11325.0
Balanced Sequential Insert,Constant,1,6,11325.0
Balanced Sequential Insert,Constant,1,7,11325.0
Balanced Sequential Insert,Constant,1,8,11325.0
Balanced Sequential Insert,Constant,1,9,11325.0
Balanced Sequential Insert,Constant,2,0,5700.0
Balanced Sequential Insert,Constant,2,1,5700.0
Balanced Sequential Insert,Constant,2,2,5700.0
Balanced Sequential Insert,Constant,2,3,5700.0
Balanced Sequential Insert,Constant,2,4,5700.0
Balanced Sequential Insert,Constant,2,5,5700.0
Balanced Sequential Insert,Constant,2,6,5700.0
Balanced Sequential Insert,Constant,2,7,5700.0
Balanced Sequential Insert,Constant,2,8,5700.0
Balanced Sequential Insert,Constant,2,9,5700.0
Balanced Sequential Insert,Constant,3,0,3825.0
Balanced Sequential Insert,Constant,3,1,3825.0
Balanced Sequential Insert,Constant,3,2,3825.0
Balanced Sequential Insert,Constant,3,3,3825.0
Balanced Sequential Insert,Constant,3,4,3825.0
Balanced Sequential Insert,Constant,3,5,3825.0
Balanced Sequential Insert,Constant,3,6,3825.0
Balanced Sequential Insert,Constant,3,7,3825.0
Balanced Sequential Insert,Constant,3,8,3825.0
Balanced Sequential Insert,Constant,3,9,3825.0
Balanced Sequential Insert,Constant,4,0,2889.0
Balanced Sequential Insert,Constant,4,1,2889.0
Balanced Sequential Insert,Constant,4,2,2889.0
Balanced Sequential Insert,Constant,4,3,2889.0
Balanced Sequential Insert,Constant,4,4,2889.0
Balanced Sequential Insert,Constant,4,5,2889.0
Balanced Sequential Insert,Constant,4,6,2889.0
Balanced Sequential Insert,Constant,4,7,2889.0
Balanced Sequential Insert,Constant,4,8,2889.0
Balanced Sequential Insert,Constant,4,9,2889.0
Balanced Sequential Insert,Constant,5,0,2325.0
Balanced Sequential Insert,Constant,5,1,2325.0
Balanced Sequential Insert,Constant,5,2,2325.0
Balanced Sequential Insert,Constant,5,3,2325.0
Balanced Sequential Insert,Constant,5,4,2325.0
Balanced Sequential Insert,Constant,5,5,2325.0
Balanced Sequential Insert,Constant,5,6,2325.0
Balanced Sequential Insert,Constant,5,7,2325.0
Balanced Sequential Insert,Constant,5,8,2325.0
Balanced Sequential Insert,Constant,5,9,2325.0
Balanced Sequential Insert,Constant,6,0,1950.0
Balanced Sequential Insert,Constant,6,1,1950.0
Balanced Sequential Insert,Constant,6,2,1950.0
Balanced Sequential Insert,Constant,6,3,1950.0
Balanced Sequential Insert,Constant,6,4,1950.0
Balanced Sequential Insert,Constant,6,5,1950.0
Balanced Sequential Insert,Constant,6,6,1950.0
Balanced Sequential Insert,Constant,6,7,1950.0
Balanced Sequential Insert,Constant,6,8,1950.0
Balanced Sequential Insert,Constant,6,9,1950.0
Balanced Sequential Insert,+1 Increasing,1,0,1136275.0
Balanced Sequential Insert,+1 Increasing,1,1,1136275.0
Balanced Sequential Insert,+1 Increasing,1,2,1136275.0
Balanced Sequential Insert,+1 Increasing,1,3,1136275.0
Balanced Sequential Insert,+1 Increasing,1,4,1136275.0
Balanced Sequential Insert,+1 Increasing,1,5,1136275.0
Balanced Sequential Insert,+1 Increasing,1,6,1136275.0
Balanced Sequential Insert,+1 Increasing,1,7,1136275.0
Balanced Sequential Insert,+1 Increasing,1,8,1136275.0
Balanced Sequential Insert,+1 Increasing,1,9,1136275.0
Balanced Sequential Insert,+1 Increasing,2,0,484795.0
Balanced Sequential Insert,+1 Increasing,2,1,484795.0
Balanced Sequential Insert,+1 Increasing,2,2,484795.0
Balanced Sequential Insert,+1 Increasing,2,3,484795.0
Balanced Sequential Insert,+1 Increasing,2,4,484795.0
Balanced Sequential Insert,+1 Increasing,2,5,484795.0
Balanced Sequential Insert,+1 Increasing,2,6,484795.0
Balanced Sequential Insert,+1 Increasing,2,7,484795.0
Balanced Sequential Insert,+1 Increasing,2,8,484795.0
Balanced Sequential Insert,+1 Increasing,2,9,484795.0
Balanced Sequential Insert,+1 Increasing,3,0,304889.0
Balanced Sequential Insert,+1 Increasing,3,1,304889.0
Balanced Sequential Insert,+1 Increasing,3,2,304889.0
Balanced Sequential Insert,+1 Increasing,3,3,304889.0
Balanced Sequential Insert,+1 Increasing,3,4,304889.0
Balanced Sequential Insert,+1 Increasing,3,5,304889.0
Balanced Sequential Insert,+1 Increasing,3,6,304889.0
Balanced Sequential Insert,+1 Increasing,3,7,304889.0
Balanced Sequential Insert,+1 Increasing,3,8,304889.0
Balanced Sequential Insert,+1 Increasing,3,9,304889.0
Balanced Sequential Insert,+1 Increasing,4,0,221987.0
Balanced Sequential Insert,+1 Increasing,4,1,221987.0
Balanced Sequential Insert,+1 Increasing,4,2,221987.0
Balanced Sequential Insert,+1 Increasing,4,3,221987.0
Balanced Sequential Insert,+1 Increasing,4,4,221987.0
Balanced Sequential Insert,+1 Increasing,4,5,221987.0
Balanced Sequential Insert,+1 Increasing,4,6,221987.0
Balanced Sequential Insert,+1 Increasing,4,7,221987.0
Balanced Sequential Insert,+1 Increasing,4,8,221987.0
Balanced Sequential Insert,+1 Increasing,4,9,221987.0
Balanced Sequential Insert,+1 Increasing,5,0,175244.0
Balanced Sequential Insert,+1 Increasing,5,1,175244.0
Balanced Sequential Insert,+1 Increasing,5,2,175244.0
Balanced Sequential Insert,+1 Increasing,5,3,175244.0
Balanced Sequential Insert,+1 Increasing,5,4,175244.0
Balanced Sequential Insert,+1 Increasing,5,5,175244.0
Balanced Sequential Insert,+1 Increasing,5,6,175244.0
Balanced Sequential Insert,+1 Increasing,5,7,175244.0
Balanced Sequential Insert,+1 Increasing,5,8,175244.0
Balanced Sequential Insert,+1 Increasing,5,9,175244.0
Balanced Sequential Insert,+1 Increasing,6,0,144737.0
Balanced Sequential Insert,+1 Increasing,6,1,144737.0
Balanced Sequential Insert,+1 Increasing,6,2,144737.0
Balanced Sequential Insert,+1 Increasing,6,3,144737.0
Balanced Sequential Insert,+1 Increasing,6,4,144737.0
Balanced Sequential Insert,+1 Increasing,6,5,144737.0
Balanced Sequential Insert,+1 Increasing,6,6,144737.0
Balanced Sequential Insert,+1 Increasing,6,7,144737.0
Balanced Sequential Insert,+1 Increasing,6,8,144737.0
Balanced Sequential Insert,+1 Increasing,6,9,144737.0
Balanced Sequential Insert,-1 Decreasing,1,0,573800.0
Balanced Sequential Insert,-1 Decreasing,1,1,573800.0
Balanced Sequential Insert,-1 Decreasing,1,2,573800.0
Balanced Sequential Insert,-1 Decreasing,1,3,573800.0
Balanced Sequential Insert,-1 Decreasing,1,4,573800.0
Balanced Sequential Insert,-1 Decreasing,1,5,573800.0
Balanced Sequential Insert,-1 Decreasing,1,6,573800.0
Balanced Sequential Insert,-1 Decreasing,1,7,573800.0
Balanced Sequential Insert,-1 Decreasing,1,8,573800.0
Balanced Sequential Insert,-1 Decreasing,1,9,573800.0
Balanced Sequential Insert,-1 Decreasing,2,0,321891.0
Balanced Sequential Insert,-1 Decreasing,2,1,321891.0
Balanced Sequential Insert,-1 Decreasing,2,2,321891.0
Balanced Sequential Insert,-1 Decreasing,2,3,321891.0
Balanced Sequential Insert,-1 Decreasing,2,4,321891.0
Balanced Sequential Insert,-1 Decreasing,2,5,321891.0
Balanced Sequential Insert,-1 Decreasing,2,6,321891.0
Balanced Sequential Insert,-1 Decreasing,2,7,321891.0
Balanced Sequential Insert,-1 Decreasing,2,8,321891.0
Balanced Sequential Insert,-1 Decreasing,2,9,321891.0
Balanced Sequential Insert,-1 Decreasing,3,0,226226.0
Balanced Sequential Insert,-1 Decreasing,3,1,226226.0
Balanced Sequential Insert,-1 Decreasing,3,2,226226.0
Balanced Sequential Insert,-1 Decreasing,3,3,226226.0
Balanced Sequential Insert,-1 Decreasing,3,4,226226.0
Balanced Sequential Insert,-1 Decreasing,3,5,226226.0
Balanced Sequential Insert,-1 Decreasing,3,6,226226.0
Balanced Sequential Insert,-1 Decreasing,3,7,226226.0
Balanced Sequential Insert,-1 Decreasing,3,8,226226.0
Balanced Sequential Insert,-1 Decreasing,3,9,226226.0
Balanced Sequential Insert,-1 Decreasing,4,0,175499.0
Balanced Sequential Insert,-1 Decreasing,4,1,175499.0
Balanced Sequential Insert,-1 Decreasing,4,2,175499.0
Balanced Sequential Insert,-1 Decreasing,4,3,175499.0
Balanced Sequential Insert,-1 Decreasing,4,4,175499.0
Balanced Sequential Insert,-1 Decreasing,4,5,175499.0
Balanced Sequential Insert,-1 Decreasing,4,6,175499.0
Balanced Sequential Insert,-1 Decreasing,4,7,175499.0
Balanced Sequential Insert,-1 Decreasing,4,8,175499.0
Balanced Sequential Insert,-1 Decreasing,4,9,175499.0
Balanced Sequential Insert,-1 Decreasing,5,0,143928.0
Balanced Sequential Insert,-1 Decreasing,5,1,143928.0
Balanced Sequential Insert,-1 Decreasing,5,2,143928.0
Balanced Sequential Insert,-1 Decreasing,5,3,143928.0
Balanced Sequential Insert,-1 Decreasing,5,4,143928.0
Balanced Sequential Insert,-1 Decreasing,5,5,143928.0
Balanced Sequential Insert,-1 Decreasing,5,6,143928.0
Balanced Sequential Insert,-1 Decreasing,5,7,143928.0
Balanced Sequential Insert,-1 Decreasing,5,8,143928.0
Balanced Sequential Insert,-1 Decreasing,5,9,143928.0
Balanced Sequential Insert,-1 Decreasing,6,0,123853.0
Balanced Sequential Insert,-1 Decreasing,6,1,123853.0
Balanced Sequential Insert,-1 Decreasing,6,2,123853.0
Balanced Sequential Insert,-1 Decreasing,6,3,123853.0
Balanced Sequential Insert,-1 Decreasing,6,4,123853.0
Balanced Sequential Insert,-1 Decreasing,6,5,123853.0
Balanced Sequential Insert,-1 Decreasing,6,6,123853.0
Balanced Sequential Insert,-1 Decreasing,6,7,123853.0
Balanced Sequential Insert,-1 Decreasing,6,8,123853.0
Balanced Sequential Insert,-1 Decreasing,6,9,123853.0
Balanced Sequential Insert,Random Small,1,0,530356.0
Balanced Sequential Insert,Random Small,1,1,570376.0
Balanced Sequential Insert,Random Small,1,2,618096.0
Balanced Sequential Insert,Random Small,1,3,538965.0
Balanced Sequential Insert,Random Small,1,4,561069.0
Balanced Sequential Insert,Random Small,1,5,535245.0
Balanced Sequential Insert,Random Small,1,6,594210.0
Balanced Sequential Insert,Random Small,1,7,567170.0
Balanced Sequential Insert,Random Small,1,8,569481.0
Balanced Sequential Insert,Random Small,1,9,593288.0
Balanced Sequential Insert,Random Small,2,0,259019.0
Balanced Sequential Insert,Random Small,2,1,259570.0
Balanced Sequential Insert,Random Small,2,2,302674.0
Balanced Sequential Insert,Random Small,2,3,254710.0
Balanced Sequential Insert,Random Small,2,4,265705.0
Balanced Sequential Insert,Random Small,2,5,248853.0
Balanced Sequential Insert,Random Small,2,6,289579.0
Balanced Sequential Insert,Random Small,2,7,273226.0
Balanced Sequential Insert,Random Small,2,8,278531.0
Balanced Sequential Insert,Random Small,2,9,276417.0
Balanced Sequential Insert,Random Small,3,0,169347.0
Balanced Sequential Insert,Random Small,3,1,168632.0
Balanced Sequential Insert,Random Small,3,2,197385.0
Balanced Sequential Insert,Random Small,3,3,165717.0
Balanced Sequential Insert,Random Small,3,4,178978.0
Balanced Sequential Insert,Random Small,3,5,163497.0
Balanced Sequential Insert,Random Small,3,6,187583.0
Balanced Sequential Insert,Random Small,3,7,176598.0
Balanced Sequential Insert,Random Small,3,8,187169.0
Balanced Sequential Insert,Random Small,3,9,188853.0
Balanced Sequential Insert,Random Small,4,0,127129.0
Balanced Sequential Insert,Random Small,4,1,124377.0
Balanced Sequential Insert,Random Small,4,2,149060.0
Balanced Sequential Insert,Random Small,4,3,125711.0
Balanced Sequential Insert,Random Small,4,4,134088.0
Balanced Sequential Insert,Random Small,4,5,121021.0
Balanced Sequential Insert,Random Small,4,6,141658.0
Balanced Sequential Insert,Random Small,4,7,133784.0
Balanced Sequential Insert,Random Small,4,8,139132.0
Balanced Sequential Insert,Random Small,4,9,139940.0
Balanced Sequential Insert,Random Small,5,0,101137.0
Balanced Sequential Insert,Random Small,5,1,100437.0
Balanced Sequential Insert,Random Small,5,2,117654.0
Balanced Sequential Insert,Random Small,5,3,100959.0
Balanced Sequential Insert,Random Small,5,4,108550.0
Balanced Sequential Insert,Random Small,5,5,98413.0
Balanced Sequential Insert,Random Small,5,6,113813.0
Balanced Sequential Insert,Random Small,5,7,107287.0
Balanced Sequential Insert,Random Small,5,8,110164.0
Balanced Sequential Insert,Random Small,5,9,111707.0
Balanced Sequential Insert,Random Small,6,0,84713.0
Balanced Sequential Insert,Random Small,6,1,84030.0
Balanced Sequential Insert,Random Small,6,2,99048.0
Balanced Sequential Insert,Random Small,6,3,84589.0
Balanced Sequential Insert,Random Small,6,4,91275.0
Balanced Sequential Insert,Random Small,6,5,82316.0
Balanced Sequential Insert,Random Small,6,6,94581.0
Balanced Sequential Insert,Random Small,6,7,88352.0
Balanced Sequential Insert,Random Small,6,8,92163.0
Balanced Sequential Insert,Random Small,6,9,93554.0
Balanced Sequential Insert,Random Small Span Large,1,0,1133030356.0
Balanced Sequential Insert,Random Small Span Large,1,1,1133070376.0
Balanced Sequential Insert,Random Small Span Large,1,2,1133118096.0
Balanced Sequential Insert,Random Small Span Large,1,3,1133038965.0
Balanced Sequential Insert,Random Small Span Large,1,4,1133061069.0
Balanced Sequential Insert,Random Small Span Large,1,5,1133035245.0
Balanced Sequential Insert,Random Small Span Large,1,6,1133094210.0
Balanced Sequential Insert,Random Small Span Large,1,7,1133067170.0
Balanced Sequential Insert,Random Small Span Large,1,8,1133069481.0
Balanced Sequential Insert,Random Small Span Large,1,9,1133093288.0
Balanced Sequential Insert,Random Small Span Large,2,0,570270806.0
Balanced Sequential Insert,Random Small Span Large,2,1,570280759.0
Balanced Sequential Insert,Random Small Span Large,2,2,570308034.0
Balanced Sequential Insert,Random Small Span Large,2,3,570268776.0
Balanced Sequential Insert,Random Small Span Large,2,4,570289587.0
Balanced Sequential Insert,Random Small Span Large,2,5,570269743.0
Balanced Sequential Insert,Random Small Span Large,2,6,570304150.0
Balanced Sequential Insert,Random Small Span Large,2,7,570286406.0
Balanced Sequential Insert,Random Small Span Large,2,8,570299104.0
Balanced Sequential Insert,Random Small Span Large,2,9,570303462.0
Balanced Sequential Insert,Random Small Span Large,3,0,382785457.0
Balanced Sequential Insert,Random Small Span Large,3,1,382787564.0
Balanced Sequential Insert,Random Small Span Large,3,2,382808500.0
Balanced Sequential Insert,Random Small Span Large,3,3,382782907.0
Balanced Sequential Insert,Random Small Span Large,3,4,382792594.0
Balanced Sequential Insert,Random Small Span Large,3,5,382782773.0
Balanced Sequential Insert,Random Small Span Large,3,6,382797558.0
Balanced Sequential Insert,Random Small Span Large,3,7,382793120.0
Balanced Sequential Insert,Random Small Span Large,3,8,382797167.0
Balanced Sequential Insert,Random Small Span Large,3,9,382797730.0
Balanced Sequential Insert,Random Small Span Large,4,0,288938957.0
Balanced Sequential Insert,Random Small Span Large,4,1,288939656.0
Balanced Sequential Insert,Random Small Span Large,4,2,288956977.0
Balanced Sequential Insert,Random Small Span Large,4,3,288937508.0
Balanced Sequential Insert,Random Small Span Large,4,4,288946970.0
Balanced Sequential Insert,Random Small Span Large,4,5,288936352.0
Balanced Sequential Insert,Random Small Span Large,4,6,288950254.0
Balanced Sequential Insert,Random Small Span Large,4,7,288944624.0
Balanced Sequential Insert,Random Small Span Large,4,8,288949182.0
Balanced Sequential Insert,Random Small Span Large,4,9,288949968.0
Balanced Sequential Insert,Random Small Span Large,5,0,233214112.0
Balanced Sequential Insert,Random Small Span Large,5,1,233214596.0
Balanced Sequential Insert,Random Small Span Large,5,2,233230068.0
Balanced Sequential Insert,Random Small Span Large,5,3,233211669.0
Balanced Sequential Insert,Random Small Span Large,5,4,233219751.0
Balanced Sequential Insert,Random Small Span Large,5,5,233210592.0
Balanced Sequential Insert,Random Small Span Large,5,6,233222915.0
Balanced Sequential Insert,Random Small Span Large,5,7,233218694.0
Balanced Sequential Insert,Random Small Span Large,5,8,233221677.0
Balanced Sequential Insert,Random Small Span Large,5,9,233222638.0
Balanced Sequential Insert,Random Small Span Large,6,0,196096765.0
Balanced Sequential Insert,Random Small Span Large,6,1,196096892.0
Balanced Sequential Insert,Random Small Span Large,6,2,196107806.0
Balanced Sequential Insert,Random Small Span Large,6,3,196093916.0
Balanced Sequential Insert,Random Small Span Large,6,4,196100413.0
Balanced Sequential Insert,Random Small Span Large,6,5,196093881.0
Balanced Sequential Insert,Random Small Span Large,6,6,196103239.0
Balanced Sequential Insert,Random Small Span Large,6,7,196100213.0
Balanced Sequential Insert,Random Small Span Large,6,8,196102836.0
Balanced Sequential Insert,Random Small Span Large,6,9,196103648.0
Balanced Sequential Insert,Random Large Span Large,1,0,5422749464.0
Balanced Sequential Insert,Random Large Span Large,1,1,5572882584.0
Balanced Sequential Insert,Random Large Span Large,1,2,5743693475.0
Balanced Sequential Insert,Random Large Span Large,1,3,5387839640.0
Balanced Sequential Insert,Random Large Span Large,1,4,5492177016.0
Balanced Sequential Insert,Random Large Span Large,1,5,5660636743.0
Balanced Sequential Insert,Random Large Span Large,1,6,5294003111.0
Balanced Sequential Insert,Random Large Span Large,1,7,5809163255.0
Balanced Sequential Insert,Random Large Span Large,1,8,5737961450.0
Balanced Sequential Insert,Random Large Span Large,1,9,5973587559.0
Balanced Sequential Insert,Random Large Span Large,2,0,2643899028.0
Balanced Sequential Insert,Random Large Span Large,2,1,2608123451.0
Balanced Sequential Insert,Random Large Span Large,2,2,2716037484.0
Balanced Sequential Insert,Random Large Span Large,2,3,2505437213.0
Balanced Sequential Insert,Random Large Span Large,2,4,2728768549.0
Balanced Sequential Insert,Random Large Span Large,2,5,2735728133.0
Balanced Sequential Insert,Random Large Span Large,2,6,2532985635.0
Balanced Sequential Insert,Random Large Span Large,2,7,2767672798.0
Balanced Sequential Insert,Random Large Span Large,2,8,2733994074.0
Balanced Sequential Insert,Random Large Span Large,2,9,2819679185.0
Balanced Sequential Insert,Random Large Span Large,3,0,1743743243.0
Balanced Sequential Insert,Random Large Span Large,3,1,1721057469.0
Balanced Sequential Insert,Random Large Span Large,3,2,1792584310.0
Balanced Sequential Insert,Random Large Span Large,3,3,1683359827.0
Balanced Sequential Insert,Random Large Span Large,3,4,1800634350.0
Balanced Sequential Insert,Random Large Span Large,3,5,1790366491.0
Balanced Sequential Insert,Random Large Span Large,3,6,1687807603.0
Balanced Sequential Insert,Random Large Span Large,3,7,1868848477.0
Balanced Sequential Insert,Random Large Span Large,3,8,1789317310.0
Balanced Sequential Insert,Random Large Span Large,3,9,1883654172.0
Balanced Sequential Insert,Random Large Span Large,4,0,1339282059.0
Balanced Sequential Insert,Random Large Span Large,4,1,1313330136.0
Balanced Sequential Insert,Random Large Span Large,4,2,1350169183.0
Balanced Sequential Insert,Random Large Span Large,4,3,1239611825.0
Balanced Sequential Insert,Random Large Span Large,4,4,1367717018.0
Balanced Sequential Insert,Random Large Span Large,4,5,1344032765.0
Balanced Sequential Insert,Random Large Span Large,4,6,1243890664.0
Balanced Sequential Insert,Random Large Span Large,4,7,1374672740.0
Balanced Sequential Insert,Random Large Span Large,4,8,1314765952.0
Balanced Sequential Insert,Random Large Span Large,4,9,1380437887.0
Balanced Sequential Insert,Random Large Span Large,5,0,1056497263.0
Balanced Sequential Insert,Random Large Span Large,5,1,1028488757.0
Balanced Sequential Insert,Random Large Span Large,5,2,1093572348.0
Balanced Sequential Insert,Random Large Span Large,5,3,982026075.0
Balanced Sequential Insert,Random Large Span Large,5,4,1088549353.0
Balanced Sequential Insert,Random Large Span Large,5,5,1079556436.0
Balanced Sequential Insert,Random Large Span Large,5,6,1015112032.0
Balanced Sequential Insert,Random Large Span Large,5,7,1098287637.0
Balanced Sequential Insert,Random Large Span Large,5,8,1058007838.0
Balanced Sequential Insert,Random Large Span Large,5,9,1114372605.0
Balanced Sequential Insert,Random Large Span Large,6,0,889815847.0
Balanced Sequential Insert,Random Large Span Large,6,1,857006504.0
Balanced Sequential Insert,Random Large Span Large,6,2,916872578.0
Balanced Sequential Insert,Random Large Span Large,6,3,820111710.0
Balanced Sequential Insert,Random Large Span Large,6,4,913864218.0
Balanced Sequential Insert,Random Large Span Large,6,5,912419118.0
Balanced Sequential Insert,Random Large Span Large,6,6,844078984.0
Balanced Sequential Insert,Random Large Span Large,6,7,925400119.0
Balanced Sequential Insert,Random Large Span Large,6,8,886931466.0
Balanced Sequential Insert,Random Large Span Large,6,9,929729497.0
Balanced Sequential Insert,"Random Half Low, Half High",1,0,8157856.0
Balanced Sequential Insert,"Random Half Low, Half High",1,1,8197876.0
Balanced Sequential Insert,"Random Half Low, Half High",1,2,8245596.0
Balanced Sequential Insert,"Random Half Low, Half High",1,3,8166465.0
Balanced Sequential Insert,"Random Half Low, Half High",1,4,8188569.0
Balanced Sequential Insert,"Random Half Low, Half High",1,5,8162745.0
Balanced Sequential Insert,"Random Half Low, Half High",1,6,8221710.0
Balanced Sequential Insert,"Random Half Low, Half High",1,7,8194670.0
Balanced Sequential Insert,"Random Half Low, Half High",1,8,8196981.0
Balanced Sequential Insert,"Random Half Low, Half High",1,9,8220788.0
Balanced Sequential Insert,"Random Half Low, Half High",2,0,3092774.0
Balanced Sequential Insert,"Random Half Low, Half High",2,1,3115523.0
Balanced Sequential Insert,"Random Half Low, Half High",2,2,3140738.0
Balanced Sequential Insert,"Random Half Low, Half High",2,3,3114996.0
Balanced Sequential Insert,"Random Half Low, Half High",2,4,3134888.0
Balanced Sequential Insert,"Random Half Low, Half High",2,5,3094923.0
Balanced Sequential Insert,"Random Half Low, Half High",2,6,3128084.0
Balanced Sequential Insert,"Random Half Low, Half High",2,7,3120694.0
Balanced Sequential Insert,"Random Half Low, Half High",2,8,3127277.0
Balanced Sequential Insert,"Random Half Low, Half High",2,9,3122959.0
Balanced Sequential Insert,"Random Half Low, Half High",3,0,1715537.0
Balanced Sequential Insert,"Random Half Low, Half High",3,1,1685138.0
Balanced Sequential Insert,"Random Half Low, Half High",3,2,1751802.0
Balanced Sequential Insert,"Random Half Low, Half High",3,3,1730671.0
Balanced Sequential Insert,"Random Half Low, Half High",3,4,1678196.0
Balanced Sequential Insert,"Random Half Low, Half High",3,5,1713467.0
Balanced Sequential Insert,"Random Half Low, Half High",3,6,1739623.0
Balanced Sequential Insert,"Random Half Low, Half High",3,7,1737844.0
Balanced Sequential Insert,"Random Half Low, Half High",3,8,1750421.0
Balanced Sequential Insert,"Random Half Low, Half High",3,9,1731771.0
Balanced Sequential Insert,"Random Half Low, Half High",4,0,1093746.0
Balanced Sequential Insert,"Random Half Low, Half High",4,1,1103241.0
Balanced Sequential Insert,"Random Half Low, Half High",4,2,1123571.0
Balanced Sequential Insert,"Random Half Low, Half High",4,3,1109311.0
Balanced Sequential Insert,"Random Half Low, Half High",4,4,1135318.0
Balanced Sequential Insert,"Random Half Low, Half High",4,5,1093115.0
Balanced Sequential Insert,"Random Half Low, Half High",4,6,1112826.0
Balanced Sequential Insert,"Random Half Low, Half High",4,7,1113527.0
Balanced Sequential Insert,"Random Half Low, Half High",4,8,1125493.0
Balanced Sequential Insert,"Random Half Low, Half High",4,9,1107244.0
Balanced Sequential Insert,"Random Half Low, Half High",5,0,825768.0
Balanced Sequential Insert,"Random Half Low, Half High",5,1,835029.0
Balanced Sequential Insert,"Random Half Low, Half High",5,2,855249.0
Balanced Sequential Insert,"Random Half Low, Half High",5,3,841483.0
Balanced Sequential Insert,"Random Half Low, Half High",5,4,868408.0
Balanced Sequential Insert,"Random Half Low, Half High",5,5,824821.0
Balanced Sequential Insert,"Random Half Low, Half High",5,6,844222.0
Balanced Sequential Insert,"Random Half Low, Half High",5,7,845238.0
Balanced Sequential Insert,"Random Half Low, Half High",5,8,858273.0
Balanced Sequential Insert,"Random Half Low, Half High",5,9,837548.0
Balanced Sequential Insert,"Random Half Low, Half High",6,0,732071.0
Balanced Sequential Insert,"Random Half Low, Half High",6,1,738397.0
Balanced Sequential Insert,"Random Half Low, Half High",6,2,793511.0
Balanced Sequential Insert,"Random Half Low, Half High",6,3,742620.0
Balanced Sequential Insert,"Random Half Low, Half High",6,4,798227.0
Balanced Sequential Insert,"Random Half Low, Half High",6,5,726243.0
Balanced Sequential Insert,"Random Half Low, Half High",6,6,748945.0
Balanced Sequential Insert,"Random Half Low, Half High",6,7,745032.0
Balanced Sequential Insert,"Random Half Low, Half High",6,8,791710.0
Balanced Sequential Insert,"Random Half Low, Half High",6,9,743317.0
Balanced Sequential Insert,"Random Half High, Half Low",1,0,3122901.0
Balanced Sequential Insert,"Random Half High, Half Low",1,1,3083032.0
Balanced Sequential Insert,"Random Half High, Half Low",1,2,3173477.0
Balanced Sequential Insert,"Random Half High, Half Low",1,3,3094209.0
Balanced Sequential Insert,"Random Half High, Half Low",1,4,3147605.0
Balanced Sequential Insert,"Random Half High, Half Low",1,5,3089020.0
Balanced Sequential Insert,"Random Half High, Half Low",1,6,3138322.0
Balanced Sequential Insert,"Random Half High, Half Low",1,7,3130783.0
Balanced Sequential Insert,"Random Half High, Half Low",1,8,3157011.0
Balanced Sequential Insert,"Random Half High, Half Low",1,9,3141660.0
Balanced Sequential Insert,"Random Half High, Half Low",2,0,1653953.0
Balanced Sequential Insert,"Random Half High, Half Low",2,1,1629161.0
Balanced Sequential Insert,"Random Half High, Half Low",2,2,1678727.0
Balanced Sequential Insert,"Random Half High, Half Low",2,3,1629413.0
Balanced Sequential Insert,"Random Half High, Half Low",2,4,1663108.0
Balanced Sequential Insert,"Random Half High, Half Low",2,5,1631147.0
Balanced Sequential Insert,"Random Half High, Half Low",2,6,1661092.0
Balanced Sequential Insert,"Random Half High, Half Low",2,7,1658162.0
Balanced Sequential Insert,"Random Half High, Half Low",2,8,1673972.0
Balanced Sequential Insert,"Random Half High, Half Low",2,9,1661673.0
Balanced Sequential Insert,"Random Half High, Half Low",3,0,1176754.0
Balanced Sequential Insert,"Random Half High, Half Low",3,1,1151969.0
Balanced Sequential Insert,"Random Half High, Half Low",3,2,1193219.0
Balanced Sequential Insert,"Random Half High, Half Low",3,3,1152977.0
Balanced Sequential Insert,"Random Half High, Half Low",3,4,1177765.0
Balanced Sequential Insert,"Random Half High, Half Low",3,5,1156053.0
Balanced Sequential Insert,"Random Half High, Half Low",3,6,1180827.0
Balanced Sequential Insert,"Random Half High, Half Low",3,7,1176890.0
Balanced Sequential Insert,"Random Half High, Half Low",3,8,1189937.0
Balanced Sequential Insert,"Random Half High, Half Low",3,9,1179724.0
Balanced Sequential Insert,"Random Half High, Half Low",4,0,964605.0
Balanced Sequential Insert,"Random Half High, Half Low",4,1,916137.0
Balanced Sequential Insert,"Random Half High, Half Low",4,2,977589.0
Balanced Sequential Insert,"Random Half High, Half Low",4,3,916036.0
Balanced Sequential Insert,"Random Half High, Half Low",4,4,962999.0
Balanced Sequential Insert,"Random Half High, Half Low",4,5,918127.0
Balanced Sequential Insert,"Random Half High, Half Low",4,6,969027.0
Balanced Sequential Insert,"Random Half High, Half Low",4,7,963108.0
Balanced Sequential Insert,"Random Half High, Half Low",4,8,973352.0
Balanced Sequential Insert,"Random Half High, Half Low",4,9,968747.0
Balanced Sequential Insert,"Random Half High, Half Low",5,0,851218.0
Balanced Sequential Insert,"Random Half High, Half Low",5,1,784118.0
Balanced Sequential Insert,"Random Half High, Half Low",5,2,858894.0
Balanced Sequential Insert,"Random Half High, Half Low",5,3,829760.0
Balanced Sequential Insert,"Random Half High, Half Low",5,4,844339.0
Balanced Sequential Insert,"Random Half High, Half Low",5,5,834716.0
